17380207	PRODUCT-OF	Arg1:T5	Arg2:T9
17380207	PRODUCT-OF	Arg1:T5	Arg2:T11
17380207	PRODUCT-OF	Arg1:T3	Arg2:T9
17380207	PRODUCT-OF	Arg1:T3	Arg2:T11
17380207	NO_RELATION	Arg1:T4	Arg2:T11
17380207	PRODUCT-OF	Arg1:T1	Arg2:T6
17380207	PRODUCT-OF	Arg1:T2	Arg2:T6
17643344	ANTAGONIST	Arg1:T12	Arg2:T15
17643344	ANTAGONIST	Arg1:T11	Arg2:T15
17643344	ANTAGONIST	Arg1:T6	Arg2:T14
17643344	ANTAGONIST	Arg1:T4	Arg2:T14
17643344	ANTAGONIST	Arg1:T7	Arg2:T14
16494569	PRODUCT-OF	Arg1:T3	Arg2:T20
16494569	PRODUCT-OF	Arg1:T2	Arg2:T20
16494569	SUBSTRATE	Arg1:T10	Arg2:T21
16494569	NO_RELATION	Arg1:T11	Arg2:T21
16494569	NO_RELATION	Arg1:T12	Arg2:T21
16494569	NO_RELATION	Arg1:T8	Arg2:T21
23534442	NO_RELATION	Arg1:T17	Arg2:T23
23534442	NO_RELATION	Arg1:T16	Arg2:T23
23534442	NO_RELATION	Arg1:T3	Arg2:T19
23534442	NO_RELATION	Arg1:T4	Arg2:T19
23534442	NO_RELATION	Arg1:T5	Arg2:T19
23534442	INHIBITOR	Arg1:T6	Arg2:T19
23534442	INHIBITOR	Arg1:T7	Arg2:T19
23534442	NO_RELATION	Arg1:T8	Arg2:T19
23534442	INHIBITOR	Arg1:T11	Arg2:T20
23534442	NO_RELATION	Arg1:T12	Arg2:T20
23534442	NO_RELATION	Arg1:T14	Arg2:T18
23534442	NO_RELATION	Arg1:T15	Arg2:T18
23534442	NO_RELATION	Arg1:T1	Arg2:T18
16618126	NO_RELATION	Arg1:T24	Arg2:T43
16618126	NO_RELATION	Arg1:T28	Arg2:T43
16618126	NO_RELATION	Arg1:T29	Arg2:T43
16618126	NO_RELATION	Arg1:T30	Arg2:T43
16618126	NO_RELATION	Arg1:T32	Arg2:T53
16618126	NO_RELATION	Arg1:T32	Arg2:T54
16618126	NO_RELATION	Arg1:T34	Arg2:T55
16618126	INHIBITOR	Arg1:T1	Arg2:T35
16618126	NO_RELATION	Arg1:T2	Arg2:T35
16618126	NO_RELATION	Arg1:T3	Arg2:T35
16618126	NO_RELATION	Arg1:T4	Arg2:T35
16618126	ACTIVATOR	Arg1:T5	Arg2:T35
16618126	NO_RELATION	Arg1:T6	Arg2:T35
16618126	ACTIVATOR	Arg1:T7	Arg2:T35
16618126	NO_RELATION	Arg1:T9	Arg2:T37
16618126	NO_RELATION	Arg1:T10	Arg2:T36
16618126	ACTIVATOR	Arg1:T10	Arg2:T37
16618126	ACTIVATOR	Arg1:T11	Arg2:T36
16618126	ACTIVATOR	Arg1:T11	Arg2:T37
16618126	NO_RELATION	Arg1:T13	Arg2:T40
16618126	NO_RELATION	Arg1:T15	Arg2:T41
16618126	INHIBITOR	Arg1:T16	Arg2:T41
16618126	NO_RELATION	Arg1:T17	Arg2:T41
16618126	NO_RELATION	Arg1:T18	Arg2:T41
16618126	NO_RELATION	Arg1:T15	Arg2:T42
16618126	NO_RELATION	Arg1:T16	Arg2:T42
16618126	NO_RELATION	Arg1:T17	Arg2:T42
16618126	NO_RELATION	Arg1:T18	Arg2:T42
16618126	ACTIVATOR	Arg1:T19	Arg2:T44
16618126	ACTIVATOR	Arg1:T20	Arg2:T44
16618126	ACTIVATOR	Arg1:T21	Arg2:T44
16618126	SUBSTRATE	Arg1:T22	Arg2:T45
16618126	ACTIVATOR	Arg1:T22	Arg2:T46
16618126	NO_RELATION	Arg1:T23	Arg2:T45
16618126	ACTIVATOR	Arg1:T23	Arg2:T46
16618126	ACTIVATOR	Arg1:T25	Arg2:T47
16618126	NO_RELATION	Arg1:T26	Arg2:T47
16618126	NO_RELATION	Arg1:T27	Arg2:T47
16618126	ACTIVATOR	Arg1:T25	Arg2:T48
16618126	ACTIVATOR	Arg1:T26	Arg2:T48
16618126	NO_RELATION	Arg1:T27	Arg2:T48
16618126	DIRECT-REGULATOR	Arg1:T25	Arg2:T49
16618126	NO_RELATION	Arg1:T26	Arg2:T49
16618126	NO_RELATION	Arg1:T27	Arg2:T49
20091113	NO_RELATION	Arg1:T5	Arg2:T10
20091113	NO_RELATION	Arg1:T6	Arg2:T10
20091113	NO_RELATION	Arg1:T6	Arg2:T9
20091113	NO_RELATION	Arg1:T3	Arg2:T8
20091113	NO_RELATION	Arg1:T2	Arg2:T8
20091113	NO_RELATION	Arg1:T2	Arg2:T7
23609606	INHIBITOR	Arg1:T3	Arg2:T12
23609606	NO_RELATION	Arg1:T3	Arg2:T13
23609606	INHIBITOR	Arg1:T3	Arg2:T14
23609606	INHIBITOR	Arg1:T3	Arg2:T15
23609606	INHIBITOR	Arg1:T3	Arg2:T16
23609606	INHIBITOR	Arg1:T3	Arg2:T17
11161433	NO_RELATION	Arg1:T3	Arg2:T9
11161433	NO_RELATION	Arg1:T2	Arg2:T9
11161433	NO_RELATION	Arg1:T2	Arg2:T10
11161433	INHIBITOR	Arg1:T4	Arg2:T11
11161433	NO_RELATION	Arg1:T4	Arg2:T13
11161433	NO_RELATION	Arg1:T5	Arg2:T11
11161433	NO_RELATION	Arg1:T5	Arg2:T13
11161433	NO_RELATION	Arg1:T1	Arg2:T8
11588409	NO_RELATION	Arg1:T16	Arg2:T26
11588409	INHIBITOR	Arg1:T15	Arg2:T26
11588409	NO_RELATION	Arg1:T8	Arg2:T18
11588409	NO_RELATION	Arg1:T2	Arg2:T17
11588409	NO_RELATION	Arg1:T12	Arg2:T17
11588409	NO_RELATION	Arg1:T2	Arg2:T18
11588409	NO_RELATION	Arg1:T12	Arg2:T18
11588409	INHIBITOR	Arg1:T9	Arg2:T20
11588409	INHIBITOR	Arg1:T9	Arg2:T21
