17380207	INHIBITOR	Arg1:T3	Arg2:T9
17380207	INHIBITOR	Arg1:T5	Arg2:T9
17380207	INHIBITOR	Arg1:T3	Arg2:T11
17380207	NO_RELATION	Arg1:T5	Arg2:T11
17380207	INHIBITOR	Arg1:T4	Arg2:T11
17643344	ANTAGONIST	Arg1:T12	Arg2:T15
17643344	ANTAGONIST	Arg1:T11	Arg2:T15
17643344	INHIBITOR	Arg1:T6	Arg2:T14
17643344	INHIBITOR	Arg1:T7	Arg2:T14
17643344	INHIBITOR	Arg1:T4	Arg2:T14
16494569	SUBSTRATE	Arg1:T3	Arg2:T20
16494569	SUBSTRATE	Arg1:T2	Arg2:T20
16494569	SUBSTRATE	Arg1:T12	Arg2:T21
16494569	DIRECT-REGULATOR	Arg1:T8	Arg2:T21
16494569	INHIBITOR	Arg1:T10	Arg2:T21
16494569	INHIBITOR	Arg1:T11	Arg2:T21
23534442	INHIBITOR	Arg1:T17	Arg2:T23
23534442	NO_RELATION	Arg1:T16	Arg2:T23
23534442	INHIBITOR	Arg1:T3	Arg2:T19
23534442	INHIBITOR	Arg1:T4	Arg2:T19
23534442	INHIBITOR	Arg1:T5	Arg2:T19
23534442	INHIBITOR	Arg1:T6	Arg2:T19
23534442	INHIBITOR	Arg1:T7	Arg2:T19
23534442	INHIBITOR	Arg1:T8	Arg2:T19
16618126	SUBSTRATE	Arg1:T24	Arg2:T43
16618126	SUBSTRATE	Arg1:T28	Arg2:T43
16618126	SUBSTRATE	Arg1:T29	Arg2:T43
16618126	SUBSTRATE	Arg1:T30	Arg2:T43
16618126	DIRECT-REGULATOR	Arg1:T32	Arg2:T54
16618126	DIRECT-REGULATOR	Arg1:T32	Arg2:T53
16618126	DIRECT-REGULATOR	Arg1:T34	Arg2:T55
16618126	DIRECT-REGULATOR	Arg1:T1	Arg2:T35
16618126	DIRECT-REGULATOR	Arg1:T2	Arg2:T35
16618126	DIRECT-REGULATOR	Arg1:T3	Arg2:T35
16618126	DIRECT-REGULATOR	Arg1:T4	Arg2:T35
16618126	DIRECT-REGULATOR	Arg1:T5	Arg2:T35
16618126	INHIBITOR	Arg1:T6	Arg2:T35
16618126	DIRECT-REGULATOR	Arg1:T7	Arg2:T35
16618126	INHIBITOR	Arg1:T11	Arg2:T36
16618126	INHIBITOR	Arg1:T10	Arg2:T36
16618126	INHIBITOR	Arg1:T11	Arg2:T37
16618126	INHIBITOR	Arg1:T10	Arg2:T37
16618126	DIRECT-REGULATOR	Arg1:T9	Arg2:T37
20091113	NO_RELATION	Arg1:T6	Arg2:T10
20091113	INHIBITOR	Arg1:T5	Arg2:T10
20091113	DIRECT-REGULATOR	Arg1:T6	Arg2:T9
20091113	INHIBITOR	Arg1:T3	Arg2:T8
20091113	NO_RELATION	Arg1:T2	Arg2:T8
20091113	DIRECT-REGULATOR	Arg1:T2	Arg2:T7
23609606	INHIBITOR	Arg1:T3	Arg2:T12
23609606	DIRECT-REGULATOR	Arg1:T3	Arg2:T13
23609606	INHIBITOR	Arg1:T3	Arg2:T14
23609606	INHIBITOR	Arg1:T3	Arg2:T15
23609606	INHIBITOR	Arg1:T3	Arg2:T16
23609606	INHIBITOR	Arg1:T3	Arg2:T17
11161433	NO_RELATION	Arg1:T2	Arg2:T9
11161433	NO_RELATION	Arg1:T3	Arg2:T9
11161433	SUBSTRATE	Arg1:T2	Arg2:T10
11161433	INHIBITOR	Arg1:T4	Arg2:T11
11161433	INDIRECT-DOWNREGULATOR	Arg1:T4	Arg2:T13
11161433	INHIBITOR	Arg1:T5	Arg2:T11
11161433	INDIRECT-DOWNREGULATOR	Arg1:T5	Arg2:T13
11161433	SUBSTRATE	Arg1:T1	Arg2:T8
11588409	INHIBITOR	Arg1:T16	Arg2:T26
11588409	INHIBITOR	Arg1:T15	Arg2:T26
11588409	INHIBITOR	Arg1:T12	Arg2:T18
11588409	INHIBITOR	Arg1:T2	Arg2:T18
11588409	INHIBITOR	Arg1:T8	Arg2:T18
11588409	INHIBITOR	Arg1:T12	Arg2:T17
11588409	ANTAGONIST	Arg1:T2	Arg2:T17
15932636	INHIBITOR	Arg1:T23	Arg2:T38
15932636	INHIBITOR	Arg1:T23	Arg2:T37
15932636	NO_RELATION	Arg1:T24	Arg2:T37
15932636	SUBSTRATE	Arg1:T12	Arg2:T31
15932636	DIRECT-REGULATOR	Arg1:T12	Arg2:T32
15932636	INHIBITOR	Arg1:T14	Arg2:T31
15932636	INHIBITOR	Arg1:T14	Arg2:T32
10606746	DIRECT-REGULATOR	Arg1:T18	Arg2:T25
10606746	DIRECT-REGULATOR	Arg1:T4	Arg2:T23
10606746	DIRECT-REGULATOR	Arg1:T7	Arg2:T23
10606746	INHIBITOR	Arg1:T3	Arg2:T23
10606746	INHIBITOR	Arg1:T6	Arg2:T23
10606746	DIRECT-REGULATOR	Arg1:T4	Arg2:T21
10606746	DIRECT-REGULATOR	Arg1:T4	Arg2:T22
10606746	DIRECT-REGULATOR	Arg1:T7	Arg2:T21
10606746	DIRECT-REGULATOR	Arg1:T3	Arg2:T21
10606746	DIRECT-REGULATOR	Arg1:T5	Arg2:T21
10606746	DIRECT-REGULATOR	Arg1:T6	Arg2:T21
10606746	DIRECT-REGULATOR	Arg1:T7	Arg2:T22
10606746	DIRECT-REGULATOR	Arg1:T5	Arg2:T22
10606746	INHIBITOR	Arg1:T6	Arg2:T22
20421509	INHIBITOR	Arg1:T20	Arg2:T43
20421509	INHIBITOR	Arg1:T10	Arg2:T21
20421509	INHIBITOR	Arg1:T10	Arg2:T35
20421509	DIRECT-REGULATOR	Arg1:T10	Arg2:T25
20421509	INHIBITOR	Arg1:T11	Arg2:T37
20421509	INHIBITOR	Arg1:T11	Arg2:T38
20421509	INHIBITOR	Arg1:T12	Arg2:T37
20421509	INHIBITOR	Arg1:T12	Arg2:T38
20421509	INHIBITOR	Arg1:T13	Arg2:T39
20421509	INHIBITOR	Arg1:T14	Arg2:T40
20421509	INHIBITOR	Arg1:T15	Arg2:T40
22705396	AGONIST	Arg1:T1	Arg2:T4
19708854	AGONIST	Arg1:T8	Arg2:T11
19708854	INHIBITOR	Arg1:T4	Arg2:T10
12679340	SUBSTRATE	Arg1:T20	Arg2:T32
12679340	DIRECT-REGULATOR	Arg1:T20	Arg2:T33
12679340	SUBSTRATE	Arg1:T4	Arg2:T29
12679340	SUBSTRATE	Arg1:T4	Arg2:T24
12679340	INHIBITOR	Arg1:T4	Arg2:T23
12679340	SUBSTRATE	Arg1:T4	Arg2:T30
12679340	DIRECT-REGULATOR	Arg1:T4	Arg2:T25
12679340	DIRECT-REGULATOR	Arg1:T3	Arg2:T29
12679340	SUBSTRATE	Arg1:T3	Arg2:T24
12679340	INHIBITOR	Arg1:T3	Arg2:T23
12679340	SUBSTRATE	Arg1:T3	Arg2:T30
12679340	DIRECT-REGULATOR	Arg1:T3	Arg2:T25
12679340	INHIBITOR	Arg1:T5	Arg2:T29
12679340	SUBSTRATE	Arg1:T5	Arg2:T24
12679340	INHIBITOR	Arg1:T5	Arg2:T23
12679340	SUBSTRATE	Arg1:T5	Arg2:T30
12679340	INHIBITOR	Arg1:T6	Arg2:T26
12679340	DIRECT-REGULATOR	Arg1:T7	Arg2:T26
12679340	INHIBITOR	Arg1:T6	Arg2:T27
12679340	DIRECT-REGULATOR	Arg1:T7	Arg2:T27
23127600	DIRECT-REGULATOR	Arg1:T7	Arg2:T13
23127600	DIRECT-REGULATOR	Arg1:T8	Arg2:T14
23127600	INHIBITOR	Arg1:T1	Arg2:T11
23111283	INHIBITOR	Arg1:T11	Arg2:T20
23111283	INHIBITOR	Arg1:T10	Arg2:T17
23111283	DIRECT-REGULATOR	Arg1:T10	Arg2:T18
23111283	INHIBITOR	Arg1:T10	Arg2:T19
23111283	INHIBITOR	Arg1:T2	Arg2:T12
2569356	ANTAGONIST	Arg1:T13	Arg2:T17
2569356	ANTAGONIST	Arg1:T14	Arg2:T17
2569356	ANTAGONIST	Arg1:T5	Arg2:T15
2569356	INHIBITOR	Arg1:T8	Arg2:T15
2569356	DIRECT-REGULATOR	Arg1:T9	Arg2:T16
2569356	INHIBITOR	Arg1:T2	Arg2:T15
20801130	DIRECT-REGULATOR	Arg1:T24	Arg2:T42
20801130	DIRECT-REGULATOR	Arg1:T10	Arg2:T35
20801130	DIRECT-REGULATOR	Arg1:T10	Arg2:T36
20801130	DIRECT-REGULATOR	Arg1:T10	Arg2:T37
20801130	DIRECT-REGULATOR	Arg1:T10	Arg2:T38
20801130	DIRECT-REGULATOR	Arg1:T17	Arg2:T39
20801130	DIRECT-REGULATOR	Arg1:T18	Arg2:T39
20801130	DIRECT-REGULATOR	Arg1:T19	Arg2:T39
20801130	DIRECT-REGULATOR	Arg1:T20	Arg2:T39
3299141	DIRECT-REGULATOR	Arg1:T19	Arg2:T36
3299141	INHIBITOR	Arg1:T20	Arg2:T35
3299141	INHIBITOR	Arg1:T6	Arg2:T31
3299141	ANTAGONIST	Arg1:T14	Arg2:T24
3299141	INHIBITOR	Arg1:T15	Arg2:T24
3299141	DIRECT-REGULATOR	Arg1:T12	Arg2:T30
3299141	INHIBITOR	Arg1:T13	Arg2:T29
3299141	INDIRECT-DOWNREGULATOR	Arg1:T16	Arg2:T33
3299141	INHIBITOR	Arg1:T17	Arg2:T32
3299141	DIRECT-REGULATOR	Arg1:T3	Arg2:T34
3299141	DIRECT-REGULATOR	Arg1:T2	Arg2:T34
3299141	DIRECT-REGULATOR	Arg1:T1	Arg2:T34
3299141	DIRECT-REGULATOR	Arg1:T3	Arg2:T21
3299141	DIRECT-REGULATOR	Arg1:T2	Arg2:T21
3299141	INHIBITOR	Arg1:T18	Arg2:T21
15777622	INHIBITOR	Arg1:T18	Arg2:T42
15777622	INHIBITOR	Arg1:T18	Arg2:T43
15777622	INHIBITOR	Arg1:T18	Arg2:T44
15777622	NO_RELATION	Arg1:T6	Arg2:T28
15777622	SUBSTRATE	Arg1:T6	Arg2:T32
15777622	INHIBITOR	Arg1:T9	Arg2:T29
15777622	SUBSTRATE	Arg1:T10	Arg2:T29
15777622	DIRECT-REGULATOR	Arg1:T11	Arg2:T30
15777622	DIRECT-REGULATOR	Arg1:T11	Arg2:T31
15777622	DIRECT-REGULATOR	Arg1:T12	Arg2:T30
15777622	DIRECT-REGULATOR	Arg1:T12	Arg2:T31
15777622	NO_RELATION	Arg1:T13	Arg2:T30
15777622	DIRECT-REGULATOR	Arg1:T13	Arg2:T31
15777622	INHIBITOR	Arg1:T14	Arg2:T36
15777622	INHIBITOR	Arg1:T15	Arg2:T36
15777622	INHIBITOR	Arg1:T16	Arg2:T36
15777622	INHIBITOR	Arg1:T14	Arg2:T37
15777622	INHIBITOR	Arg1:T15	Arg2:T37
15777622	SUBSTRATE	Arg1:T16	Arg2:T37
15777622	DIRECT-REGULATOR	Arg1:T14	Arg2:T38
15777622	INHIBITOR	Arg1:T15	Arg2:T38
15777622	INHIBITOR	Arg1:T16	Arg2:T38
15777622	NO_RELATION	Arg1:T14	Arg2:T39
15777622	NO_RELATION	Arg1:T14	Arg2:T40
15777622	SUBSTRATE	Arg1:T15	Arg2:T39
15777622	ANTAGONIST	Arg1:T16	Arg2:T39
15777622	DIRECT-REGULATOR	Arg1:T15	Arg2:T40
15777622	SUBSTRATE	Arg1:T16	Arg2:T40
15777622	INHIBITOR	Arg1:T17	Arg2:T41
15777622	INHIBITOR	Arg1:T1	Arg2:T41
15777622	INHIBITOR	Arg1:T17	Arg2:T19
15777622	INHIBITOR	Arg1:T17	Arg2:T20
15777622	SUBSTRATE	Arg1:T1	Arg2:T19
15777622	SUBSTRATE	Arg1:T1	Arg2:T20
15777622	INHIBITOR	Arg1:T2	Arg2:T21
15777622	INHIBITOR	Arg1:T2	Arg2:T22
15777622	INHIBITOR	Arg1:T5	Arg2:T24
15777622	INHIBITOR	Arg1:T5	Arg2:T26
15777622	INHIBITOR	Arg1:T5	Arg2:T23
15777622	INHIBITOR	Arg1:T3	Arg2:T25
15777622	INHIBITOR	Arg1:T4	Arg2:T25
15777622	INHIBITOR	Arg1:T7	Arg2:T25
15777622	INHIBITOR	Arg1:T3	Arg2:T24
15777622	INHIBITOR	Arg1:T4	Arg2:T24
15777622	INHIBITOR	Arg1:T7	Arg2:T24
15777622	INHIBITOR	Arg1:T3	Arg2:T26
15777622	INHIBITOR	Arg1:T4	Arg2:T26
15777622	INHIBITOR	Arg1:T3	Arg2:T23
15777622	INHIBITOR	Arg1:T4	Arg2:T23
15777622	INHIBITOR	Arg1:T7	Arg2:T23
15777622	INHIBITOR	Arg1:T8	Arg2:T27
12881227	INHIBITOR	Arg1:T12	Arg2:T40
12881227	INHIBITOR	Arg1:T10	Arg2:T40
17161452	INHIBITOR	Arg1:T12	Arg2:T23
17161452	INHIBITOR	Arg1:T12	Arg2:T24
17161452	DIRECT-REGULATOR	Arg1:T6	Arg2:T18
17161452	INHIBITOR	Arg1:T6	Arg2:T16
17161452	DIRECT-REGULATOR	Arg1:T5	Arg2:T18
17161452	DIRECT-REGULATOR	Arg1:T5	Arg2:T17
17161452	SUBSTRATE	Arg1:T5	Arg2:T16
17161452	DIRECT-REGULATOR	Arg1:T4	Arg2:T18
